순번,발생 일시,발생 유형,현업 부서,단계,이슈 발생 보고,대응 결과
717,2024-06-05,기자 문의,E&P사업운영섹션,위험,"Q. 액트지오사와 일한 이력이 있는가? 해당 업체에 대한 신뢰성 논란이 있는데 귀사의 의견은 어떠한가?
""당사는 미얀마 AD-7광구의 광권 반납 결정 전,
잔존 유망성 평가를 위해 공동참여사인 우드사이드(호주)사와 협의하에, 가격비교견적을 통해 ‘21년 엑트지오사와 단기 용역(12주) 수행한 바 있음""","조선일보, 한국일보, JTBC, 한경TV, MBC"
718,2024-06-05,기자 문의,E&P사업운영섹션,위험,"Q. 액트지오와 같은 전문성을 지닌 경쟁업체들도 있는지
Q. AD-7 광구 프로젝트는 지금 끝난 것인지?
Q. AD-7 광구 프로젝트에서 액트지오가 담당한 부분이 전 지역인건지
Q. AD-7 광구 개발 관련 지난 보도자료가 타이틀만 뜨고 상세 내용이 보이지 않는데, 공유 해달라.
A. 홈피는 여러 차례 개편하면서 수년 전 뉴스들은 보이지 않는 사항이다. 이외에는 잘 알지 못하는 내용이다.",JTBC
719,2024-06-05,보도자료,지속가능경영사무국,관심,"포스코인터내셔널, SSG랜더스와 세계 환경의 날 맞아 ‘그린 투모로우데이’ 행사개최",
720,2024-06-07,기자 문의,E&P사업운영섹션,위험,"Q. 영일만 사업 관련해 가스전 운영사로서 어떤 의견을 줄 수 있을지?
A. 특별히 드릴 의견이 없다.
답변 정정. 상황을 차분히 지켜본다는 입장이다.",한경 김우섭 차장
721,2024-06-11,기자 문의,법인지사관리그룹,관심,"Q: 장 회장님 경제사절단 포함돼 가셨는데요 인터 중앙아시아 진출한 게 어떤 게 있는지 구체적인 내용을 알고 싶어서요
A: 우즈베키스탄에 저희 면방법인이 있어, 면방사업 오래 해 왔습니다. 그 외 지역 중앙아시아에는 굵직한 사업은 없는 편입니다",뷰어스 손기호 기자
722,2024-06-11,잠재 이슈,에너지행정지원그룹,관심,"인천 3,4호기 신예화 추진반에서 명일 11시 인천 주재 14개 지역지 기자를 대상으로 당사 발전사업에 대한 기자간담회를 개최한다고 알려왔습니다
관련 기사 올라올 수 있으니 참고바랍니다
기사대응이 필요할 경우 인천지역지를 관리하고 있는 지역상생섹션 배성태 차장쪽에서 진행합니다",
723,2024-06-12,기자 문의,법인지사관리그룹,관심,"당사 중앙아시아 현황에 대해서 기사 작성 중
간략하게 면방사업설명했고 실적이나 투자 관련해서 조심스러운 부분도 안내",조선비즈 윤예원기자
724,2024-06-12,보도자료,친환경사업운영섹션,관심,"포스코인터내셔널, 구동모터코아 폴란드 공장 착공, ‘무역장벽 리스크 해소’",
725,2024-06-13,기자 문의,E&P사업운영섹션,관심,"당사의 천연가스 사업에 대한 전반 질의하여,
- 기본자료 메일 통해 공유하였고
- 당사 밸류체인 통합 의의와 E&P 강점을 중점 설명했습니다.",한경TV 강미선 기자
726,2024-06-14,기자 문의,IR그룹,관심,"최근 기업지배구조공시, 작년 공시에 비해 긍정포인트가 있을지 궁금하다.
Ir그룹과 협의하였고, 주요 내용 검토하여 받기로 했습니다.",더벨 정명섭 기자
727,2024-06-14,잠재 이슈,IR그룹,관심,"26일에 미얀마 가스전 4단계 개발 관련 이사회 투자 의결이 있는데, IR에서 보도자료 배포할 계획인지 문의왔습니다.
보도자료 배포는 없으며, 로우키로 대응",
728,2024-06-14,잠재 이슈,IR그룹,관심,"http://m.thebell.co.kr/m/newsview.asp?svccode=00&newskey=202406111717554720104258
해당 내용 중 당사 도입 관련 팩트체크한 결과 사실이며 다만 기자가 언급한 스톡그랜트와는 별개의 사안이라고 합니다.",더벨 기사
729,2024-06-14,잠재 이슈,IR그룹,관심,"증권시장이나 애널 리포트 등에서 포스코인터가 동해 가스전 사업에 참여할 가능성이 있다는 얘기가 돌던데 사실인지 문의왔습니다. 사실 무근이며, 회사 내부적으로도 동해 가스전 사업에 참여할 계획은 없다고 설명했습니다.
위 MTN건은 다시 기자 연락해서 ""참여 여부를 결정할 시점이 아니기에, 상황을 예의주시 하고 있다"" 정도로 처리해달라고 했습니다.",MTN박수연 기자
730,2024-06-14,기획기사,홍보그룹,관심,"[뉴투분석] 포스코인터내셔널 이계인 호(號), '두 효자' 힘입어 휘파람",뉴스투데이
731,2024-06-17,기자 문의,E&P사업운영섹션,주의,"동해 석유가스전 조광료율(로열티)가 약 12% 수준으로 논의되고 있는데 이것이 적합한지 관련업계 의견을 듣고 싶다. 미얀마 등 포스코인터가 개발한 가스전의 조광료율은 몇% 인지? 문의왔습니다.
사업운영그룹 정진하 팀장에 문의했는데, 미얀마 가스전 로열티는 미얀마 정부에 대금을 지급한다는 측면이 있어 대답하지 않는편이 좋겠다고 합니다. 아울러 다른 가스전 사례를 제공하는 것 또한 불필요한 이슈에 휘말릴것 같다는 의견이 있었습니다.
매경에는 국가별로 상황이 다르고, 계약 사항 등으로 외부 공개가 어려운 부분이라고 답변 줬습니다",매일경제 홍혜진 기자
732,2024-06-18,기자 문의,E&P사업운영섹션,주의,동해 가스전 관련 문의해 와 진행상황을 주시중이라고 짧게 답했습니다.,아이뉴스24 기자
733,2024-06-18,기자 문의,친환경사업운영섹션,관심,"매경 떳다 상사맨에서 이번에 폴란드 특집을 쓰는데, 저희가 왜 폴란드에서 구동모터 사업을 하는지 사유를 달라고 하네요. 과거 자료 찾아보니 꼭 폴란드여야 된다는 내용까진 없는데, 일단 아래와 같이 답을 줬습니다.
'최근 착공에 들어간 포스코인터내셔설의 폴란드 구동모터코아 공장은 남서부 브제크(Brzeg)市에 들어선다. 브제크市는 독일, 체코, 슬로바키아, 헝가리 등 유럽內 글로벌 완성차 업체들의 생산기지와 인접해 있어 현지조달에 유리한 입지로 평가받음
폴란드 공장에서 생산되는 구동모터코아는 현대모비스 슬로바키아 전동화 공장을 경유해, 현대기아차 터키 공장과 슬로바키아 공장에 공급 예정
현대자동차 유럽공장 외에도 유럽 고객사향 수주도 추진 중
또한 폴란드에 생산기지를 확보함으로써 고객사의 현지생산 요구에 부응하고 통상이슈에도 선제 대응할 수 있는 경쟁력을 확보'",매일경제 김희수 기자
734,2024-06-18,보도자료,지속가능경영사무국,관심,"포스코인터내셔녈, 인천광역시 교육청과 함께 '찾아가는 ESG실천교실' 후원협약 체결",
735,2024-06-20,기자 문의,E&P사업운영섹션,관심,"영일만 투자할의향이 있는거냐 문의와 아직 그럴 단계 아니고 상황을 예의주시하고 있다 정도 답해줬습니다
내일 관련해서 정부쪽에서 전략회의가 있다나봐요",MBC 장슬기 기자
736,2024-06-20,기자 문의,식량바이오사업운영섹션,관심,"우크라이나 재건사업 현황에 대해서 답변 줬습니다
작년에 모듈러하우스 MOU 체결했던 내용 관련해서 전쟁이 끝난 후에나 진행이 가능한 내용이라고 답변했고 곡물터미널 역시 유지보수 정도만 하고 있다고 답했습니다",동아일보 한재희 팀장
737,2024-06-20,기획기사,홍보그룹,관심,[WHO IS] 이계인 포스코인터내셔널 대표이사 사장,비즈니스포스트
738,2024-06-21,기자 문의,E&P사업운영섹션,관심,"""기사 보셔 아시겠지만 국내 에너지 주요 3사가 다 참여했다 아직까지 구체적으로 드릴 말씀은 없음 상황을 지켜보고 있다""",경향신문
739,2024-06-21,잠재 이슈,에너지행정지원그룹,주의,"https://naver.me/xf54j7PR
최근 인천행정지원에서는 3,4호기 신예화를 앞두고 해당 업무를 저희쪽으로 나누려는 조짐이 있습니다",
740,2024-06-24,기획기사,홍보그룹,관심,"[100대 CEO] 이계인 포스코인터내셔널 사장, 디지털 전환 통해 '글로벌 종합사업회사' 만들기 박차",한경비즈니스
741,2024-06-24,기획기사,지속가능경영사무국,관심,[시선집중] 임직원 참여형 동화책 녹음 봉사 등 국내외서 다양한 사회공헌활동 전개,중앙일보
742,2024-06-26,보도자료,지속가능경영사무국,관심,"포스코인터내셔널, ‘배움과 즐거움이 함께하는’ 포인터스 대학생봉사단 14기 출범",
743,2024-06-26,기자 문의,IR그룹,관심,"Q. 미얀마 수익에 대한 통계를 추출해 관련기사를 작성 중이라고 합니다. IR자료 상의 미얀마 가스전 영업이익(23년)과 자율공시상의 미얀마 '수익-비용' 금액 차가 커서 이에 대해 알고 싶다는 내용입니다.
4. 유관 의견 : IR그룹 유근석 섹션리더
A. 공시상 ""수익""은 매출액과 동일하고, ""비용""은 미얀마 개발 2단계 및 3단계 투자비입니다. 해당 비용에는 운영비(인건비 등)이 포함되어있지 않은 바, 공시상의 수익-비용과 영업이익은 관계가 없다고 보셔야 합니다.
5. 대응 방안 : 유관 의견 참조하여 대응",더벨 김형락 기자
744,2024-07-01,기자 문의,IR그룹,관심,"딜사이트에서 외환, 회사채, 미얀마 4단계 관련 문의가 순차적으로 들어왔습니다.
우선 외환 문의에 대한 답을 줘서 아래와 같은 기사가 나왔습니다.
https://dealsite.co.kr/articles/124581
다만 자금그룹에서 위와 같이 자세한 기사가 나갈 줄은 몰랐다며 곤란해 하고 있는 상황입니다.
기사는 긍정적인 논조이며 내용은 대부분 사업보고서에 공시된 내용입니다.
다만 자금그룹에서는 기사가 좋은 내용이라는것은 이해하고 수정할 내용도 없지만, 기사가 지나치게 디테일해 부담스럽다는 입장입니다.
이에 추가 문의인 회사채 관련 질의에는 답을 하지 않겠다고 합니다.
답을 하지 않더라도 기사가 나간다고 설명했지만 '포스코인터내셔널 관계자의 코멘트'가 들어가는게 걱정된다고 하네요.",
745,2024-07-01,기자 문의,에너지사업운영섹션,관심,"뀐랍II LNG 발전은 표기가 맞지 않음. 프로젝트 개발 당시 1,2 구분이 있었던 것은 맞으나 현재는 뀐랍 LNG 발전이라 표기하는게 맞음.
오소영기자 통화해 사실관계 설명, 데스크 보고후 수정예정.",
746,2024-07-02,기획기사,에너지정책그룹,관심,"포스코인터, 호주 가스전 개발 투자 성적표는",더벨
747,2024-07-03,기획기사,에너지정책그룹,관심,"포스코인터, 미얀마 가스전 투자비 회수 현황은",더벨
748,2024-07-04,기획기사,에너지정책그룹,관심,"포스코인터, 신규 탐사 프로젝트 진행 상황은",더벨
749,2024-07-05,보도자료,대외협력그룹,관심,"포스코인터내셔널, '전문무역상사의 날' 산자부 장관 표창 수상",
750,2024-07-09,기자 문의,에너지사업운영섹션,관심,"수익은 말하기 어렵고
탱크 운영은 현 직원들이 할거라
특별히 말씀드릴게 없음
사업형태를 잘 몰라 묻는 내용인듯요 ㅠ
다만 6탱크 건설시
42개월 12만명 투입됐음",
751,2024-07-09,보도자료,에너지정책그룹,관심,"포스코인터내셔널, 광양 제1 LNG터미널 종합준공",
752,2024-07-10,기획기사,에너지정책그룹,관심,"포스코인터내셔널 LNG사업 확장 박차, 이계인 그룹사 시총 200조 달성 선봉",비즈니스포스트
753,2024-07-11,잠재 이슈,친환경사업운영섹션,관심,"호주 흑연 광산개발 및 흑연제조사인 르네스코가 오늘 중 당사이름을 언급하여 공시를 할 예정임.
* 내용은 광산개발을 하기 위해 정부로 부터 500만불 정도 보조금을 받았고, 협력할 회사 중 한곳으로 당사 이름 언급 예정.
* 실제로 당사는 광산개발관련해 mou를 맺었으며, 현재도 논의중인 이야기가 있으나, 구체적으로 진전된 사항은 없음.
따라서, 외신발 기사가 떠 기자문의시
""협력중인 업체는 맞다. 다만, 구체적으로 진행된 사항 없음"" 으로 대응하면 될 것 같습니다.",
754,2024-07-12,기자 문의,경영전략그룹,관심,"홀딩스 밸류데이 자료에 그룹사별 자산 구조조정을 통해 효율성을 높이겠다는 내용이 있는데, 그룹사별로 진행중인 사항이 있는지 문의왔습니다. 일반적으로 진행하는 사항이라 아직까지 특별한 내용이 내려오진 않은것 같다. 다만 다시 확인은 해보겠다 정도로 일단 답을 줬습니다.",블로터
755,2024-07-12,잠재 이슈,안전보건그룹,주의,"포스코 안전기획실과 협업하여 재해 계통 보고에 따라 회장님, 사장님, 경영층 보고를 완료하였습니다.
One Voice Sample과 언론대응 중요성과 유의사항을 모빌리티솔루션 안전부서에 유선으로 전달하였습니다.
변호사를 희망하여 법무실을 통해 법무법인 ""율촌""의 중처법 전문 변호사를 연결해 주었습니다.
모빌리티솔루션 지원 요청 시 신속 대응 후 추가 보고드리도록 하겠습니다
광양 태인도 소재 후판 가공 사업장에서 작업자 1명이 화상재해가 발생하여 화상전문 병원으로 후송하였으며 치료 중 안타깝게도 운명을 달리하셨습니다.
고인과 유족분들께 깊은 애도를 표합니다.
정확한 원인은 관계 기관에서 조사 중 입니다.",
